study: 1from: 4000 successful	time increment: 0.4288954734802246	 total time: 0.4288954734802246
study: 2310from: 4000 successful	time increment: 0.21532106399536133	 total time: 536.93248462677
study: 2311from: 4000 successful	time increment: 0.29569458961486816	 total time: 537.2281792163849
study: 2312from: 4000 successful	time increment: 0.17024898529052734	 total time: 537.3984282016754
study: 2313from: 4000 successful	time increment: 0.25379037857055664	 total time: 537.652218580246
study: 2314from: 4000 successful	time increment: 0.2866227626800537	 total time: 537.938841342926
study: 2315from: 4000 successful	time increment: 0.15303802490234375	 total time: 538.0918793678284
study: 2316from: 4000 successful	time increment: 0.24929165840148926	 total time: 538.3411710262299
study: 2317from: 4000 successful	time increment: 0.1246492862701416	 total time: 538.4658203125
study: 2318from: 4000 successful	time increment: 0.22061681747436523	 total time: 538.6864371299744
study: 2319from: 4000 successful	time increment: 0.2068345546722412	 total time: 538.8932716846466
study: 2320from: 4000 successful	time increment: 0.22684335708618164	 total time: 539.1201150417328
study: 2321from: 4000 successful	time increment: 0.28626585006713867	 total time: 539.4063808917999
study: 2322from: 4000 successful	time increment: 0.18860578536987305	 total time: 539.5949866771698
study: 2323from: 4000 successful	time increment: 0.26395606994628906	 total time: 539.8589427471161
study: 2324from: 4000 successful	time increment: 0.26226282119750977	 total time: 540.1212055683136
study: 2325from: 4000 successful	time increment: 0.23749184608459473	 total time: 540.3586974143982
study: 2326from: 4000 successful	time increment: 0.15655136108398438	 total time: 540.5152487754822
study: 2327from: 4000 successful	time increment: 0.2766103744506836	 total time: 540.7918591499329
study: 2328from: 4000 successful	time increment: 0.2994203567504883	 total time: 541.0912795066833
study: 2329from: 4000 successful	time increment: 0.2101764678955078	 total time: 541.3014559745789
study: 2330from: 4000 successful	time increment: 0.370938777923584	 total time: 541.6723947525024
study: 2331from: 4000 successful	time increment: 0.37680959701538086	 total time: 542.0492043495178
study: 2332from: 4000 successful	time increment: 0.18774676322937012	 total time: 542.2369511127472
study: 2333from: 4000 successful	time increment: 0.13977885246276855	 total time: 542.37672996521
study: 2334from: 4000 successful	time increment: 0.3390069007873535	 total time: 542.7157368659973
study: 2335from: 4000 successful	time increment: 0.15424251556396484	 total time: 542.8699793815613
study: 2336from: 4000 successful	time increment: 0.19104981422424316	 total time: 543.0610291957855
study: 2337from: 4000 successful	time increment: 0.2468400001525879	 total time: 543.3078691959381
study: 2338from: 4000 successful	time increment: 0.2531087398529053	 total time: 543.560977935791
study: 2339from: 4000 successful	time increment: 0.2985978126525879	 total time: 543.8595757484436
study: 2340from: 4000 successful	time increment: 0.32744836807250977	 total time: 544.1870241165161
study: 2341from: 4000 successful	time increment: 0.29463934898376465	 total time: 544.4816634654999
study: 2342from: 4000 successful	time increment: 0.21842265129089355	 total time: 544.7000861167908
study: 2343from: 4000 successful	time increment: 0.3484926223754883	 total time: 545.0485787391663
study: 2344from: 4000 successful	time increment: 0.2097017765045166	 total time: 545.2582805156708
study: 2345from: 4000 successful	time increment: 0.2772538661956787	 total time: 545.5355343818665
study: 2346from: 4000 successful	time increment: 0.1979060173034668	 total time: 545.7334403991699
study: 2347from: 4000 successful	time increment: 0.23731184005737305	 total time: 545.9707522392273
study: 2348from: 4000 successful	time increment: 0.2482590675354004	 total time: 546.2190113067627
study: 2349from: 4000 successful	time increment: 0.2878241539001465	 total time: 546.5068354606628
study: 2350from: 4000 successful	time increment: 0.14965319633483887	 total time: 546.6564886569977
study: 2351from: 4000 successful	time increment: 0.21802878379821777	 total time: 546.8745174407959
study: 2352from: 4000 successful	time increment: 0.24103903770446777	 total time: 547.1155564785004
study: 2353from: 4000 successful	time increment: 0.2828686237335205	 total time: 547.3984251022339
study: 2354from: 4000 successful	time increment: 0.3879826068878174	 total time: 547.7864077091217
study: 2355from: 4000 successful	time increment: 0.3493924140930176	 total time: 548.1358001232147
study: 2356from: 4000 successful	time increment: 0.15618681907653809	 total time: 548.2919869422913
study: 2357from: 4000 successful	time increment: 0.2478489875793457	 total time: 548.5398359298706
study: 2358from: 4000 successful	time increment: 0.2607572078704834	 total time: 548.8005931377411
study: 2359from: 4000 successful	time increment: 0.18996095657348633	 total time: 548.9905540943146
study: 2360from: 4000 successful	time increment: 0.1995553970336914	 total time: 549.1901094913483
study: 2361from: 4000 successful	time increment: 0.17354035377502441	 total time: 549.3636498451233
study: 2362from: 4000 successful	time increment: 0.2942538261413574	 total time: 549.6579036712646
study: 2363from: 4000 successful	time increment: 0.19191908836364746	 total time: 549.8498227596283
study: 2364from: 4000 successful	time increment: 0.15482306480407715	 total time: 550.0046458244324
study: 2365from: 4000 successful	time increment: 0.27579402923583984	 total time: 550.2804398536682
study: 2366from: 4000 successful	time increment: 0.22983503341674805	 total time: 550.510274887085
study: 2367from: 4000 successful	time increment: 0.22885990142822266	 total time: 550.7391347885132
study: 2368from: 4000 successful	time increment: 0.26681971549987793	 total time: 551.0059545040131
study: 2369from: 4000 successful	time increment: 0.3036835193634033	 total time: 551.3096380233765
study: 2370from: 4000 successful	time increment: 0.1653585433959961	 total time: 551.4749965667725
study: 2371from: 4000 successful	time increment: 0.2987837791442871	 total time: 551.7737803459167
study: 2372from: 4000 successful	time increment: 0.28017139434814453	 total time: 552.0539517402649
study: 2373from: 4000 successful	time increment: 0.141676664352417	 total time: 552.1956284046173
study: 2374from: 4000 successful	time increment: 0.24116206169128418	 total time: 552.4367904663086
study: 2375from: 4000 successful	time increment: 0.2517714500427246	 total time: 552.6885619163513
study: 2376from: 4000 successful	time increment: 0.19034028053283691	 total time: 552.8789021968842
study: 2377from: 4000 successful	time increment: 0.3498513698577881	 total time: 553.228753566742
study: 2378from: 4000 successful	time increment: 0.3013274669647217	 total time: 553.5300810337067
study: 2379from: 4000 successful	time increment: 0.21966028213500977	 total time: 553.7497413158417
study: 2380from: 4000 successful	time increment: 0.20061588287353516	 total time: 553.9503571987152
study: 2381from: 4000 successful	time increment: 0.24965858459472656	 total time: 554.2000157833099
study: 2382from: 4000 successful	time increment: 0.15227890014648438	 total time: 554.3522946834564
study: 2383from: 4000 successful	time increment: 0.16048765182495117	 total time: 554.5127823352814
study: 2384from: 4000 successful	time increment: 0.20265865325927734	 total time: 554.7154409885406
study: 2385from: 4000 successful	time increment: 0.28834033012390137	 total time: 555.0037813186646
study: 2386from: 4000 successful	time increment: 0.23889446258544922	 total time: 555.24267578125
study: 2387from: 4000 successful	time increment: 0.20126795768737793	 total time: 555.4439437389374
study: 2388from: 4000 successful	time increment: 0.15695977210998535	 total time: 555.6009035110474
study: 2389from: 4000 successful	time increment: 0.20665597915649414	 total time: 555.8075594902039
study: 2390from: 4000 successful	time increment: 0.21522164344787598	 total time: 556.0227811336517
study: 2391from: 4000 successful	time increment: 0.33730649948120117	 total time: 556.3600876331329
study: 2392from: 4000 successful	time increment: 0.13789796829223633	 total time: 556.4979856014252
study: 2393from: 4000 successful	time increment: 0.14586591720581055	 total time: 556.643851518631
study: 2394from: 4000 successful	time increment: 0.16166377067565918	 total time: 556.8055152893066
study: 2395from: 4000 successful	time increment: 0.3370532989501953	 total time: 557.1425685882568
study: 2396from: 4000 successful	time increment: 0.23747777938842773	 total time: 557.3800463676453
study: 2397from: 4000 successful	time increment: 0.293689489364624	 total time: 557.6737358570099
study: 2398from: 4000 successful	time increment: 0.2905607223510742	 total time: 557.964296579361
study: 2399from: 4000 successful	time increment: 0.17689895629882812	 total time: 558.1411955356598
study: 2400from: 4000 successful	time increment: 0.2559797763824463	 total time: 558.3971753120422
study: 2401from: 4000 successful	time increment: 0.22194385528564453	 total time: 558.6191191673279
study: 2402from: 4000 successful	time increment: 0.25606632232666016	 total time: 558.8751854896545
study: 2403from: 4000 successful	time increment: 0.29041171073913574	 total time: 559.1655972003937
study: 2404from: 4000 successful	time increment: 0.2393953800201416	 total time: 559.4049925804138
study: 2405from: 4000 successful	time increment: 0.16062355041503906	 total time: 559.5656161308289
study: 2406from: 4000 successful	time increment: 0.1247403621673584	 total time: 559.6903564929962
study: 2407from: 4000 successful	time increment: 0.18891572952270508	 total time: 559.8792722225189
study: 2408from: 4000 successful	time increment: 0.22368693351745605	 total time: 560.1029591560364
study: 2409from: 4000 successful	time increment: 0.16213440895080566	 total time: 560.2650935649872
study: 2410from: 4000 successful	time increment: 0.2736852169036865	 total time: 560.5387787818909
study: 2411from: 4000 successful	time increment: 0.30642175674438477	 total time: 560.8452005386353
study: 2412from: 4000 successful	time increment: 0.24084806442260742	 total time: 561.0860486030579
study: 2413from: 4000 successful	time increment: 0.2140064239501953	 total time: 561.300055027008
study: 2414from: 4000 successful	time increment: 0.18627715110778809	 total time: 561.4863321781158
study: 2415from: 4000 successful	time increment: 0.21035528182983398	 total time: 561.6966874599457
study: 2416from: 4000 successful	time increment: 0.23944902420043945	 total time: 561.9361364841461
study: 2417from: 4000 successful	time increment: 0.25939488410949707	 total time: 562.1955313682556
study: 2418from: 4000 successful	time increment: 0.257824182510376	 total time: 562.453355550766
study: 2419from: 4000 successful	time increment: 0.29581236839294434	 total time: 562.7491679191589
study: 2420from: 4000 successful	time increment: 0.2872040271759033	 total time: 563.0363719463348
study: 2421from: 4000 successful	time increment: 0.13893604278564453	 total time: 563.1753079891205
study: 2422from: 4000 successful	time increment: 0.24224233627319336	 total time: 563.4175503253937
study: 2423from: 4000 successful	time increment: 0.1959989070892334	 total time: 563.6135492324829
study: 2424from: 4000 successful	time increment: 0.15073680877685547	 total time: 563.7642860412598
study: 2425from: 4000 successful	time increment: 0.19008851051330566	 total time: 563.9543745517731
study: 2426from: 4000 successful	time increment: 0.2518770694732666	 total time: 564.2062516212463
study: 2427from: 4000 successful	time increment: 0.17320942878723145	 total time: 564.3794610500336
study: 2428from: 4000 successful	time increment: 0.2285299301147461	 total time: 564.6079909801483
study: 2429from: 4000 successful	time increment: 0.1397409439086914	 total time: 564.747731924057
study: 2430from: 4000 successful	time increment: 0.27031564712524414	 total time: 565.0180475711823
study: 2431from: 4000 successful	time increment: 0.08288455009460449	 total time: 565.1009321212769
study: 2432from: 4000 successful	time increment: 0.3287167549133301	 total time: 565.4296488761902
study: 2433from: 4000 successful	time increment: 0.42990708351135254	 total time: 565.8595559597015
study: 2434from: 4000 successful	time increment: 0.23462152481079102	 total time: 566.0941774845123
study: 2435from: 4000 successful	time increment: 0.14661073684692383	 total time: 566.2407882213593
study: 2436from: 4000 successful	time increment: 0.23225998878479004	 total time: 566.473048210144
study: 2437from: 4000 successful	time increment: 0.1705625057220459	 total time: 566.6436107158661
study: 2438from: 4000 successful	time increment: 0.1665048599243164	 total time: 566.8101155757904
study: 2439from: 4000 successful	time increment: 0.1255321502685547	 total time: 566.935647726059
study: 2440from: 4000 successful	time increment: 0.18310928344726562	 total time: 567.1187570095062
study: 2441from: 4000 successful	time increment: 0.3176412582397461	 total time: 567.436398267746
study: 2442from: 4000 successful	time increment: 0.22293972969055176	 total time: 567.6593379974365
study: 2443from: 4000 successful	time increment: 0.18691539764404297	 total time: 567.8462533950806
study: 2444from: 4000 successful	time increment: 0.26386356353759766	 total time: 568.1101169586182
study: 2445from: 4000 successful	time increment: 0.22666049003601074	 total time: 568.3367774486542
study: 2446from: 4000 successful	time increment: 0.2122175693511963	 total time: 568.5489950180054
study: 2447from: 4000 successful	time increment: 0.24092650413513184	 total time: 568.7899215221405
study: 2448from: 4000 successful	time increment: 0.1854228973388672	 total time: 568.9753444194794
study: 2449from: 4000 successful	time increment: 0.21138429641723633	 total time: 569.1867287158966
study: 2450from: 4000 successful	time increment: 0.3169679641723633	 total time: 569.503696680069
study: 2451from: 4000 successful	time increment: 0.3221614360809326	 total time: 569.8258581161499
study: 2452from: 4000 successful	time increment: 0.1852281093597412	 total time: 570.0110862255096
study: 2453from: 4000 successful	time increment: 0.2832334041595459	 total time: 570.2943196296692
study: 2454from: 4000 successful	time increment: 0.11397433280944824	 total time: 570.4082939624786
study: 2455from: 4000 successful	time increment: 0.180527925491333	 total time: 570.58882188797
study: 2456from: 4000 successful	time increment: 0.4441680908203125	 total time: 571.0329899787903
study: 2457from: 4000 successful	time increment: 0.2670481204986572	 total time: 571.3000380992889
study: 2458from: 4000 successful	time increment: 0.23148822784423828	 total time: 571.5315263271332
study: 2459from: 4000 successful	time increment: 0.16956615447998047	 total time: 571.7010924816132
study: 2460from: 4000 successful	time increment: 0.24456191062927246	 total time: 571.9456543922424
study: 2461from: 4000 successful	time increment: 0.25063323974609375	 total time: 572.1962876319885
study: 2462from: 4000 successful	time increment: 0.30472493171691895	 total time: 572.5010125637054
study: 2463from: 4000 successful	time increment: 0.23080921173095703	 total time: 572.7318217754364
study: 2464from: 4000 successful	time increment: 0.24113011360168457	 total time: 572.9729518890381
study: 2465from: 4000 successful	time increment: 0.27200841903686523	 total time: 573.244960308075
study: 2466from: 4000 successful	time increment: 0.30733203887939453	 total time: 573.5522923469543
study: 2467from: 4000 successful	time increment: 0.21887421607971191	 total time: 573.7711665630341
study: 2468from: 4000 successful	time increment: 0.19287753105163574	 total time: 573.9640440940857
study: 2469from: 4000 successful	time increment: 0.09764218330383301	 total time: 574.0616862773895
study: 2470from: 4000 successful	time increment: 0.3171360492706299	 total time: 574.3788223266602
study: 2471from: 4000 successful	time increment: 0.20201563835144043	 total time: 574.5808379650116
study: 2472from: 4000 successful	time increment: 0.22463202476501465	 total time: 574.8054699897766
study: 2473from: 4000 successful	time increment: 0.2610502243041992	 total time: 575.0665202140808
study: 2474from: 4000 successful	time increment: 0.20941925048828125	 total time: 575.2759394645691
study: 2475from: 4000 successful	time increment: 0.13710784912109375	 total time: 575.4130473136902
study: 2476from: 4000 successful	time increment: 0.2584385871887207	 total time: 575.6714859008789
study: 2477from: 4000 successful	time increment: 0.22894501686096191	 total time: 575.9004309177399
study: 2478from: 4000 successful	time increment: 0.21443915367126465	 total time: 576.1148700714111
study: 2479from: 4000 successful	time increment: 0.33088254928588867	 total time: 576.445752620697
study: 2480from: 4000 successful	time increment: 0.2691190242767334	 total time: 576.7148716449738
study: 2481from: 4000 successful	time increment: 0.31281423568725586	 total time: 577.027685880661
study: 2482from: 4000 successful	time increment: 0.2262580394744873	 total time: 577.2539439201355
study: 2483from: 4000 successful	time increment: 0.28751444816589355	 total time: 577.5414583683014
study: 2484from: 4000 successful	time increment: 0.17106246948242188	 total time: 577.7125208377838
study: 2485from: 4000 successful	time increment: 0.14354920387268066	 total time: 577.8560700416565
study: 2486from: 4000 successful	time increment: 0.16061735153198242	 total time: 578.0166873931885
study: 2487from: 4000 successful	time increment: 0.3388388156890869	 total time: 578.3555262088776
study: 2488from: 4000 successful	time increment: 0.3058943748474121	 total time: 578.661420583725
study: 2489from: 4000 successful	time increment: 0.30635595321655273	 total time: 578.9677765369415
study: 2490from: 4000 successful	time increment: 0.290372371673584	 total time: 579.2581489086151
study: 2491from: 4000 successful	time increment: 0.21397614479064941	 total time: 579.4721250534058
study: 2492from: 4000 successful	time increment: 0.28501391410827637	 total time: 579.757138967514
study: 2493from: 4000 successful	time increment: 0.26598310470581055	 total time: 580.0231220722198
study: 2494from: 4000 successful	time increment: 0.2924175262451172	 total time: 580.315539598465
study: 2495from: 4000 successful	time increment: 0.1864476203918457	 total time: 580.5019872188568
study: 2496from: 4000 successful	time increment: 0.27622270584106445	 total time: 580.7782099246979
study: 2497from: 4000 successful	time increment: 0.16747736930847168	 total time: 580.9456872940063
study: 2498from: 4000 successful	time increment: 0.1738450527191162	 total time: 581.1195323467255
study: 2499from: 4000 successful	time increment: 0.3646113872528076	 total time: 581.4841437339783
study: 2500from: 4000 successful	time increment: 0.17991328239440918	 total time: 581.6640570163727
study: 2501from: 4000 successful	time increment: 0.25284290313720703	 total time: 581.9168999195099
study: 2502from: 4000 successful	time increment: 0.24062561988830566	 total time: 582.1575255393982
study: 2503from: 4000 successful	time increment: 0.20351791381835938	 total time: 582.3610434532166
study: 2504from: 4000 successful	time increment: 0.25174880027770996	 total time: 582.6127922534943
study: 2505from: 4000 successful	time increment: 0.19678330421447754	 total time: 582.8095755577087
study: 2506from: 4000 successful	time increment: 0.21618270874023438	 total time: 583.025758266449
study: 2507from: 4000 successful	time increment: 0.23794913291931152	 total time: 583.2637073993683
study: 2508from: 4000 successful	time increment: 0.2789161205291748	 total time: 583.5426235198975
study: 2509from: 4000 successful	time increment: 0.09655237197875977	 total time: 583.6391758918762
study: 2510from: 4000 successful	time increment: 0.22493743896484375	 total time: 583.8641133308411
study: 2511from: 4000 successful	time increment: 0.3011438846588135	 total time: 584.1652572154999
study: 2512from: 4000 successful	time increment: 0.1247098445892334	 total time: 584.2899670600891
study: 2513from: 4000 successful	time increment: 0.21764850616455078	 total time: 584.5076155662537
study: 2514from: 4000 successful	time increment: 0.2920224666595459	 total time: 584.7996380329132
study: 2515from: 4000 successful	time increment: 0.19607210159301758	 total time: 584.9957101345062
study: 2516from: 4000 successful	time increment: 0.19452166557312012	 total time: 585.1902318000793
study: 2517from: 4000 successful	time increment: 0.05767178535461426	 total time: 585.247903585434
study: 2518from: 4000 successful	time increment: 0.23683381080627441	 total time: 585.4847373962402
study: 2519from: 4000 successful	time increment: 0.26598525047302246	 total time: 585.7507226467133
study: 2520from: 4000 successful	time increment: 0.3077380657196045	 total time: 586.0584607124329
study: 2521from: 4000 successful	time increment: 0.16874265670776367	 total time: 586.2272033691406
study: 2522from: 4000 successful	time increment: 0.21144318580627441	 total time: 586.4386465549469
study: 2523from: 4000 successful	time increment: 0.35120511054992676	 total time: 586.7898516654968
study: 2524from: 4000 successful	time increment: 0.4463033676147461	 total time: 587.2361550331116
study: 2525from: 4000 successful	time increment: 0.15788555145263672	 total time: 587.3940405845642
study: 2526from: 4000 successful	time increment: 0.19019818305969238	 total time: 587.5842387676239
study: 2527from: 4000 successful	time increment: 0.2933638095855713	 total time: 587.8776025772095
study: 2528from: 4000 successful	time increment: 0.1864926815032959	 total time: 588.0640952587128
study: 2529from: 4000 successful	time increment: 0.2693610191345215	 total time: 588.3334562778473
study: 2530from: 4000 successful	time increment: 0.27852368354797363	 total time: 588.6119799613953
study: 2531from: 4000 successful	time increment: 0.20179057121276855	 total time: 588.813770532608
study: 2532from: 4000 successful	time increment: 0.33361053466796875	 total time: 589.147381067276
study: 2533from: 4000 successful	time increment: 0.15564274787902832	 total time: 589.303023815155
study: 2534from: 4000 successful	time increment: 0.20462608337402344	 total time: 589.507649898529
study: 2535from: 4000 successful	time increment: 0.21588373184204102	 total time: 589.7235336303711
study: 2536from: 4000 successful	time increment: 0.11389565467834473	 total time: 589.8374292850494
study: 2537from: 4000 successful	time increment: 0.16786766052246094	 total time: 590.0052969455719
study: 2538from: 4000 successful	time increment: 0.2402935028076172	 total time: 590.2455904483795
study: 2539from: 4000 successful	time increment: 0.2563943862915039	 total time: 590.501984834671
study: 2540from: 4000 successful	time increment: 0.32669734954833984	 total time: 590.8286821842194
study: 2541from: 4000 successful	time increment: 0.27330493927001953	 total time: 591.1019871234894
study: 2542from: 4000 successful	time increment: 0.15575289726257324	 total time: 591.257740020752
study: 2543from: 4000 successful	time increment: 0.20515847206115723	 total time: 591.4628984928131
study: 2544from: 4000 successful	time increment: 0.5449795722961426	 total time: 592.0078780651093
study: 2545from: 4000 successful	time increment: 0.27327489852905273	 total time: 592.2811529636383
study: 2546from: 4000 successful	time increment: 0.12227201461791992	 total time: 592.4034249782562
study: 2547from: 4000 successful	time increment: 0.38419008255004883	 total time: 592.7876150608063
study: 2548from: 4000 successful	time increment: 0.24077296257019043	 total time: 593.0283880233765
study: 2549from: 4000 successful	time increment: 0.3493630886077881	 total time: 593.3777511119843
study: 2550from: 4000 successful	time increment: 0.2087845802307129	 total time: 593.586535692215
study: 2551from: 4000 successful	time increment: 0.2745020389556885	 total time: 593.8610377311707
study: 2552from: 4000 successful	time increment: 0.2637972831726074	 total time: 594.1248350143433
study: 2553from: 4000 successful	time increment: 0.2981092929840088	 total time: 594.4229443073273
study: 2554from: 4000 successful	time increment: 0.23212242126464844	 total time: 594.6550667285919
study: 2555from: 4000 successful	time increment: 0.27887725830078125	 total time: 594.9339439868927
study: 2556from: 4000 successful	time increment: 0.2244570255279541	 total time: 595.1584010124207
study: 2557from: 4000 successful	time increment: 0.24878430366516113	 total time: 595.4071853160858
study: 2558from: 4000 successful	time increment: 0.3153548240661621	 total time: 595.722540140152
study: 2559from: 4000 successful	time increment: 0.22951388359069824	 total time: 595.9520540237427
study: 2560from: 4000 successful	time increment: 0.23415899276733398	 total time: 596.18621301651
study: 2561from: 4000 successful	time increment: 0.2371530532836914	 total time: 596.4233660697937
study: 2562from: 4000 successful	time increment: 0.3509984016418457	 total time: 596.7743644714355
study: 2563from: 4000 successful	time increment: 0.2047111988067627	 total time: 596.9790756702423
study: 2564from: 4000 successful	time increment: 0.14875006675720215	 total time: 597.1278257369995
study: 2565from: 4000 successful	time increment: 0.24061918258666992	 total time: 597.3684449195862
study: 2566from: 4000 successful	time increment: 0.2833425998687744	 total time: 597.651787519455
study: 2567from: 4000 successful	time increment: 0.3435537815093994	 total time: 597.9953413009644
study: 2568from: 4000 successful	time increment: 0.30286097526550293	 total time: 598.2982022762299
study: 2569from: 4000 successful	time increment: 0.18997573852539062	 total time: 598.4881780147552
study: 2570from: 4000 successful	time increment: 0.3520021438598633	 total time: 598.8401801586151
study: 2571from: 4000 successful	time increment: 0.2242264747619629	 total time: 599.0644066333771
study: 2572from: 4000 successful	time increment: 0.21679925918579102	 total time: 599.2812058925629
study: 2573from: 4000 successful	time increment: 0.3082270622253418	 total time: 599.5894329547882
study: 2574from: 4000 successful	time increment: 0.20272517204284668	 total time: 599.792158126831
study: 2575from: 4000 successful	time increment: 0.26658201217651367	 total time: 600.0587401390076
study: 2576from: 4000 successful	time increment: 0.294053316116333	 total time: 600.3527934551239
study: 2577from: 4000 successful	time increment: 0.18007659912109375	 total time: 600.532870054245
study: 2578from: 4000 successful	time increment: 0.23184847831726074	 total time: 600.7647185325623
study: 2579from: 4000 successful	time increment: 0.31816816329956055	 total time: 601.0828866958618
study: 2580from: 4000 successful	time increment: 0.27791380882263184	 total time: 601.3608005046844
study: 2581from: 4000 successful	time increment: 0.1529700756072998	 total time: 601.5137705802917
study: 2582from: 4000 successful	time increment: 0.41448497772216797	 total time: 601.9282555580139
study: 2583from: 4000 successful	time increment: 0.3643605709075928	 total time: 602.2926161289215
study: 2584from: 4000 successful	time increment: 0.032002925872802734	 total time: 602.3246190547943
study: 2585from: 4000 successful	time increment: 0.1860048770904541	 total time: 602.5106239318848
study: 2586from: 4000 successful	time increment: 0.31354594230651855	 total time: 602.8241698741913
study: 2587from: 4000 successful	time increment: 0.2723374366760254	 total time: 603.0965073108673
study: 2588from: 4000 successful	time increment: 0.24947023391723633	 total time: 603.3459775447845
study: 2589from: 4000 successful	time increment: 0.3008558750152588	 total time: 603.6468334197998
study: 2590from: 4000 successful	time increment: 0.22522377967834473	 total time: 603.8720571994781
study: 2591from: 4000 successful	time increment: 0.24949932098388672	 total time: 604.121556520462
study: 2592from: 4000 successful	time increment: 0.1793227195739746	 total time: 604.300879240036
study: 2593from: 4000 successful	time increment: 0.10967731475830078	 total time: 604.4105565547943
study: 2594from: 4000 successful	time increment: 0.26706719398498535	 total time: 604.6776237487793
study: 2595from: 4000 successful	time increment: 0.335559606552124	 total time: 605.0131833553314
study: 2596from: 4000 successful	time increment: 0.3394639492034912	 total time: 605.3526473045349
study: 2597from: 4000 successful	time increment: 0.2953164577484131	 total time: 605.6479637622833
study: 2598from: 4000 successful	time increment: 0.2733771800994873	 total time: 605.9213409423828
study: 2599from: 4000 successful	time increment: 0.15459728240966797	 total time: 606.0759382247925
study: 2600from: 4000 successful	time increment: 0.2308814525604248	 total time: 606.3068196773529
study: 2601from: 4000 successful	time increment: 0.2084331512451172	 total time: 606.515252828598
study: 2602from: 4000 successful	time increment: 0.35880565643310547	 total time: 606.8740584850311
study: 2603from: 4000 successful	time increment: 0.2999587059020996	 total time: 607.1740171909332
study: 2604from: 4000 successful	time increment: 0.2773857116699219	 total time: 607.4514029026031
study: 2605from: 4000 successful	time increment: 0.29970479011535645	 total time: 607.7511076927185
study: 2606from: 4000 successful	time increment: 0.2544286251068115	 total time: 608.0055363178253
study: 2607from: 4000 successful	time increment: 0.3413236141204834	 total time: 608.3468599319458
study: 2608from: 4000 successful	time increment: 0.27252197265625	 total time: 608.619381904602
study: 2609from: 4000 successful	time increment: 0.18347787857055664	 total time: 608.8028597831726
study: 2610from: 4000 successful	time increment: 0.0505216121673584	 total time: 608.85338139534
study: 2611from: 4000 successful	time increment: 0.23885297775268555	 total time: 609.0922343730927
study: 2612from: 4000 successful	time increment: 0.21714258193969727	 total time: 609.3093769550323
study: 2613from: 4000 successful	time increment: 0.2284839153289795	 total time: 609.5378608703613
study: 2614from: 4000 successful	time increment: 0.2335216999053955	 total time: 609.7713825702667
study: 2615from: 4000 successful	time increment: 0.2319939136505127	 total time: 610.0033764839172
study: 2616from: 4000 successful	time increment: 0.2797386646270752	 total time: 610.2831151485443
study: 2617from: 4000 successful	time increment: 0.2784764766693115	 total time: 610.5615916252136
study: 2618from: 4000 successful	time increment: 0.25856661796569824	 total time: 610.8201582431793
study: 2619from: 4000 successful	time increment: 0.22367143630981445	 total time: 611.0438296794891
study: 2620from: 4000 successful	time increment: 0.2315835952758789	 total time: 611.275413274765
study: 2621from: 4000 successful	time increment: 0.30231666564941406	 total time: 611.5777299404144
study: 2622from: 4000 successful	time increment: 0.08754229545593262	 total time: 611.6652722358704
study: 2623from: 4000 successful	time increment: 0.2496342658996582	 total time: 611.91490650177
study: 2624from: 4000 successful	time increment: 0.08807039260864258	 total time: 612.0029768943787
study: 2625from: 4000 successful	time increment: 0.223832368850708	 total time: 612.2268092632294
study: 2626from: 4000 successful	time increment: 0.23511385917663574	 total time: 612.461923122406
study: 2627from: 4000 successful	time increment: 0.1461167335510254	 total time: 612.608039855957
study: 2628from: 4000 successful	time increment: 0.23718929290771484	 total time: 612.8452291488647
study: 2629from: 4000 successful	time increment: 0.27722835540771484	 total time: 613.1224575042725
study: 2630from: 4000 successful	time increment: 0.27369070053100586	 total time: 613.3961482048035
study: 2631from: 4000 successful	time increment: 0.1875596046447754	 total time: 613.5837078094482
study: 2632from: 4000 successful	time increment: 0.17666125297546387	 total time: 613.7603690624237
study: 2633from: 4000 successful	time increment: 0.18597865104675293	 total time: 613.9463477134705
study: 2634from: 4000 successful	time increment: 0.37066030502319336	 total time: 614.3170080184937
study: 2635from: 4000 successful	time increment: 0.331942081451416	 total time: 614.6489500999451
study: 2636from: 4000 successful	time increment: 0.17632031440734863	 total time: 614.8252704143524
study: 2637from: 4000 successful	time increment: 0.23131346702575684	 total time: 615.0565838813782
study: 2638from: 4000 successful	time increment: 0.25043582916259766	 total time: 615.3070197105408
study: 2639from: 4000 successful	time increment: 0.23614025115966797	 total time: 615.5431599617004
study: 2640from: 4000 successful	time increment: 0.31830477714538574	 total time: 615.8614647388458
study: 2641from: 4000 successful	time increment: 0.1336383819580078	 total time: 615.9951031208038
study: 2642from: 4000 successful	time increment: 0.26186394691467285	 total time: 616.2569670677185
study: 2643from: 4000 successful	time increment: 0.13125348091125488	 total time: 616.3882205486298
study: 2644from: 4000 successful	time increment: 0.2620675563812256	 total time: 616.650288105011
study: 2645from: 4000 successful	time increment: 0.44354796409606934	 total time: 617.093836069107
study: 2646from: 4000 successful	time increment: 0.31114792823791504	 total time: 617.404983997345
study: 2647from: 4000 successful	time increment: 0.2495710849761963	 total time: 617.6545550823212
study: 2648from: 4000 successful	time increment: 0.24619221687316895	 total time: 617.9007472991943
study: 2649from: 4000 successful	time increment: 0.1651613712310791	 total time: 618.0659086704254
study: 2650from: 4000 successful	time increment: 0.20092201232910156	 total time: 618.2668306827545
