study: 1from: 4000 successful	time increment: 0.515716552734375	 total time: 0.515716552734375
study: 2093from: 4000 successful	time increment: 0.27384257316589355	 total time: 481.0393280982971
study: 2094from: 4000 successful	time increment: 0.1860065460205078	 total time: 481.2253346443176
study: 2095from: 4000 successful	time increment: 0.2853517532348633	 total time: 481.5106863975525
study: 2096from: 4000 successful	time increment: 0.26825642585754395	 total time: 481.77894282341003
study: 2097from: 4000 successful	time increment: 0.18079733848571777	 total time: 481.95974016189575
study: 2098from: 4000 successful	time increment: 0.11988997459411621	 total time: 482.07963013648987
study: 2099from: 4000 successful	time increment: 0.10253500938415527	 total time: 482.182165145874
study: 2100from: 4000 successful	time increment: 0.21058392524719238	 total time: 482.3927490711212
study: 2101from: 4000 successful	time increment: 0.1543269157409668	 total time: 482.5470759868622
study: 2102from: 4000 successful	time increment: 0.20550251007080078	 total time: 482.752578496933
study: 2103from: 4000 successful	time increment: 0.1720588207244873	 total time: 482.92463731765747
study: 2104from: 4000 successful	time increment: 0.14827609062194824	 total time: 483.0729134082794
study: 2105from: 4000 successful	time increment: 0.15924954414367676	 total time: 483.2321629524231
study: 2106from: 4000 successful	time increment: 0.15862059593200684	 total time: 483.3907835483551
study: 2107from: 4000 successful	time increment: 0.1410977840423584	 total time: 483.53188133239746
study: 2108from: 4000 successful	time increment: 0.21483564376831055	 total time: 483.74671697616577
study: 2109from: 4000 successful	time increment: 0.1361987590789795	 total time: 483.88291573524475
study: 2110from: 4000 successful	time increment: 0.3138868808746338	 total time: 484.1968026161194
study: 2111from: 4000 successful	time increment: 0.29056572914123535	 total time: 484.4873683452606
study: 2112from: 4000 successful	time increment: 0.23572444915771484	 total time: 484.72309279441833
study: 2113from: 4000 successful	time increment: 0.25885009765625	 total time: 484.9819428920746
study: 2114from: 4000 successful	time increment: 0.2999565601348877	 total time: 485.2818994522095
study: 2115from: 4000 successful	time increment: 0.26679253578186035	 total time: 485.54869198799133
study: 2116from: 4000 successful	time increment: 0.34235095977783203	 total time: 485.89104294776917
study: 2117from: 4000 successful	time increment: 0.2181100845336914	 total time: 486.10915303230286
study: 2118from: 4000 successful	time increment: 0.2324233055114746	 total time: 486.34157633781433
study: 2119from: 4000 successful	time increment: 0.2059171199798584	 total time: 486.5474934577942
study: 2120from: 4000 successful	time increment: 0.2203998565673828	 total time: 486.7678933143616
study: 2121from: 4000 successful	time increment: 0.24676108360290527	 total time: 487.0146543979645
study: 2122from: 4000 successful	time increment: 0.2533297538757324	 total time: 487.2679841518402
study: 2123from: 4000 successful	time increment: 0.20354866981506348	 total time: 487.4715328216553
study: 2124from: 4000 successful	time increment: 0.23060226440429688	 total time: 487.70213508605957
study: 2125from: 4000 successful	time increment: 0.299999475479126	 total time: 488.0021345615387
study: 2126from: 4000 successful	time increment: 0.31928253173828125	 total time: 488.321417093277
study: 2127from: 4000 successful	time increment: 0.19219565391540527	 total time: 488.5136127471924
study: 2128from: 4000 successful	time increment: 0.2633683681488037	 total time: 488.7769811153412
study: 2129from: 4000 successful	time increment: 0.16747260093688965	 total time: 488.9444537162781
study: 2130from: 4000 successful	time increment: 0.18956398963928223	 total time: 489.13401770591736
study: 2131from: 4000 successful	time increment: 0.3079109191894531	 total time: 489.4419286251068
study: 2132from: 4000 successful	time increment: 0.21445035934448242	 total time: 489.6563789844513
study: 2133from: 4000 successful	time increment: 0.1544806957244873	 total time: 489.8108596801758
study: 2134from: 4000 successful	time increment: 0.1898179054260254	 total time: 490.0006775856018
study: 2135from: 4000 successful	time increment: 0.18894386291503906	 total time: 490.18962144851685
study: 2136from: 4000 successful	time increment: 0.20558547973632812	 total time: 490.3952069282532
study: 2137from: 4000 successful	time increment: 0.2288355827331543	 total time: 490.6240425109863
study: 2138from: 4000 successful	time increment: 0.2394871711730957	 total time: 490.8635296821594
study: 2139from: 4000 successful	time increment: 0.27995920181274414	 total time: 491.14348888397217
study: 2140from: 4000 successful	time increment: 0.20471882820129395	 total time: 491.34820771217346
study: 2141from: 4000 successful	time increment: 0.15737104415893555	 total time: 491.5055787563324
study: 2142from: 4000 successful	time increment: 0.19684123992919922	 total time: 491.7024199962616
study: 2143from: 4000 successful	time increment: 0.295975923538208	 total time: 491.9983959197998
study: 2144from: 4000 successful	time increment: 0.24657678604125977	 total time: 492.24497270584106
study: 2145from: 4000 successful	time increment: 0.29998779296875	 total time: 492.5449604988098
study: 2146from: 4000 successful	time increment: 0.2510101795196533	 total time: 492.79597067832947
study: 2147from: 4000 successful	time increment: 0.20471954345703125	 total time: 493.0006902217865
study: 2148from: 4000 successful	time increment: 0.3291585445404053	 total time: 493.3298487663269
study: 2149from: 4000 successful	time increment: 0.27190613746643066	 total time: 493.60175490379333
study: 2150from: 4000 successful	time increment: 0.2556455135345459	 total time: 493.8574004173279
study: 2151from: 4000 successful	time increment: 0.2568366527557373	 total time: 494.1142370700836
study: 2152from: 4000 successful	time increment: 0.2304379940032959	 total time: 494.3446750640869
study: 2153from: 4000 successful	time increment: 0.2452373504638672	 total time: 494.5899124145508
study: 2154from: 4000 successful	time increment: 0.20116376876831055	 total time: 494.7910761833191
study: 2155from: 4000 successful	time increment: 0.208204984664917	 total time: 494.999281167984
study: 2156from: 4000 successful	time increment: 0.1631300449371338	 total time: 495.16241121292114
study: 2157from: 4000 successful	time increment: 0.2697434425354004	 total time: 495.43215465545654
study: 2158from: 4000 successful	time increment: 0.22046923637390137	 total time: 495.65262389183044
study: 2159from: 4000 successful	time increment: 0.2172834873199463	 total time: 495.8699073791504
study: 2160from: 4000 successful	time increment: 0.19597625732421875	 total time: 496.0658836364746
study: 2161from: 4000 successful	time increment: 0.22927594184875488	 total time: 496.29515957832336
study: 2162from: 4000 successful	time increment: 0.23119163513183594	 total time: 496.5263512134552
study: 2163from: 4000 successful	time increment: 0.17792391777038574	 total time: 496.7042751312256
study: 2164from: 4000 successful	time increment: 0.302140474319458	 total time: 497.00641560554504
study: 2165from: 4000 successful	time increment: 0.1592423915863037	 total time: 497.16565799713135
study: 2166from: 4000 successful	time increment: 0.19644880294799805	 total time: 497.36210680007935
study: 2167from: 4000 successful	time increment: 0.13738250732421875	 total time: 497.49948930740356
study: 2168from: 4000 successful	time increment: 0.1587972640991211	 total time: 497.6582865715027
study: 2169from: 4000 successful	time increment: 0.2751803398132324	 total time: 497.9334669113159
study: 2170from: 4000 successful	time increment: 0.13016891479492188	 total time: 498.06363582611084
study: 2171from: 4000 successful	time increment: 0.1810770034790039	 total time: 498.24471282958984
study: 2172from: 4000 successful	time increment: 0.27574634552001953	 total time: 498.52045917510986
study: 2173from: 4000 successful	time increment: 0.1612389087677002	 total time: 498.68169808387756
study: 2174from: 4000 successful	time increment: 0.23489928245544434	 total time: 498.916597366333
study: 2175from: 4000 successful	time increment: 0.15027642250061035	 total time: 499.0668737888336
study: 2176from: 4000 successful	time increment: 0.20363092422485352	 total time: 499.2705047130585
study: 2177from: 4000 successful	time increment: 0.24575352668762207	 total time: 499.5162582397461
study: 2178from: 4000 successful	time increment: 0.21897292137145996	 total time: 499.73523116111755
study: 2179from: 4000 successful	time increment: 0.3613290786743164	 total time: 500.09656023979187
study: 2180from: 4000 successful	time increment: 0.24544692039489746	 total time: 500.34200716018677
study: 2181from: 4000 successful	time increment: 0.19791793823242188	 total time: 500.5399250984192
study: 2182from: 4000 successful	time increment: 0.1851944923400879	 total time: 500.7251195907593
study: 2183from: 4000 successful	time increment: 0.15567874908447266	 total time: 500.88079833984375
study: 2184from: 4000 successful	time increment: 0.18829655647277832	 total time: 501.0690948963165
study: 2185from: 4000 successful	time increment: 0.23940491676330566	 total time: 501.30849981307983
study: 2186from: 4000 successful	time increment: 0.38559556007385254	 total time: 501.6940953731537
study: 2187from: 4000 successful	time increment: 0.1683192253112793	 total time: 501.86241459846497
study: 2188from: 4000 successful	time increment: 0.2113196849822998	 total time: 502.07373428344727
study: 2189from: 4000 successful	time increment: 0.1836392879486084	 total time: 502.2573735713959
study: 2190from: 4000 successful	time increment: 0.18830561637878418	 total time: 502.44567918777466
study: 2191from: 4000 successful	time increment: 0.2913379669189453	 total time: 502.7370171546936
study: 2192from: 4000 successful	time increment: 0.2178046703338623	 total time: 502.95482182502747
study: 2193from: 4000 successful	time increment: 0.2070930004119873	 total time: 503.16191482543945
study: 2194from: 4000 successful	time increment: 0.1414477825164795	 total time: 503.30336260795593
study: 2195from: 4000 successful	time increment: 0.1711723804473877	 total time: 503.4745349884033
study: 2196from: 4000 successful	time increment: 0.19046378135681152	 total time: 503.66499876976013
study: 2197from: 4000 successful	time increment: 0.19382500648498535	 total time: 503.8588237762451
study: 2198from: 4000 successful	time increment: 0.206193208694458	 total time: 504.0650169849396
study: 2199from: 4000 successful	time increment: 0.2565011978149414	 total time: 504.3215181827545
study: 2200from: 4000 successful	time increment: 0.3042445182800293	 total time: 504.62576270103455
study: 2201from: 4000 successful	time increment: 0.15038609504699707	 total time: 504.77614879608154
study: 2202from: 4000 successful	time increment: 0.1899266242980957	 total time: 504.96607542037964
study: 2203from: 4000 successful	time increment: 0.36215877532958984	 total time: 505.32823419570923
study: 2204from: 4000 successful	time increment: 0.34307146072387695	 total time: 505.6713056564331
study: 2205from: 4000 successful	time increment: 0.30539894104003906	 total time: 505.97670459747314
study: 2206from: 4000 successful	time increment: 0.18540406227111816	 total time: 506.16210865974426
study: 2207from: 4000 successful	time increment: 0.17333221435546875	 total time: 506.33544087409973
study: 2208from: 4000 successful	time increment: 0.20694613456726074	 total time: 506.542387008667
study: 2209from: 4000 successful	time increment: 0.2279188632965088	 total time: 506.7703058719635
study: 2210from: 4000 successful	time increment: 0.2832789421081543	 total time: 507.05358481407166
study: 2211from: 4000 successful	time increment: 0.2550663948059082	 total time: 507.30865120887756
study: 2212from: 4000 successful	time increment: 0.2925550937652588	 total time: 507.6012063026428
study: 2213from: 4000 successful	time increment: 0.4169950485229492	 total time: 508.01820135116577
study: 2214from: 4000 successful	time increment: 0.2734031677246094	 total time: 508.2916045188904
study: 2215from: 4000 successful	time increment: 0.21779775619506836	 total time: 508.50940227508545
study: 2216from: 4000 successful	time increment: 0.20679664611816406	 total time: 508.7161989212036
study: 2217from: 4000 successful	time increment: 0.20678400993347168	 total time: 508.9229829311371
study: 2218from: 4000 successful	time increment: 0.24174094200134277	 total time: 509.1647238731384
study: 2219from: 4000 successful	time increment: 0.11249136924743652	 total time: 509.27721524238586
study: 2220from: 4000 successful	time increment: 0.31929445266723633	 total time: 509.5965096950531
study: 2221from: 4000 successful	time increment: 0.18384981155395508	 total time: 509.78035950660706
study: 2222from: 4000 successful	time increment: 0.33640122413635254	 total time: 510.1167607307434
study: 2223from: 4000 successful	time increment: 0.19047093391418457	 total time: 510.3072316646576
study: 2224from: 4000 successful	time increment: 0.19666719436645508	 total time: 510.50389885902405
study: 2225from: 4000 successful	time increment: 0.24911046028137207	 total time: 510.7530093193054
study: 2226from: 4000 successful	time increment: 0.26279664039611816	 total time: 511.01580595970154
study: 2227from: 4000 successful	time increment: 0.28630733489990234	 total time: 511.30211329460144
study: 2228from: 4000 successful	time increment: 0.1634836196899414	 total time: 511.4655969142914
study: 2229from: 4000 successful	time increment: 0.20905113220214844	 total time: 511.67464804649353
study: 2230from: 4000 successful	time increment: 0.30939292907714844	 total time: 511.9840409755707
study: 2231from: 4000 successful	time increment: 0.2781350612640381	 total time: 512.2621760368347
study: 2232from: 4000 successful	time increment: 0.27054858207702637	 total time: 512.5327246189117
study: 2233from: 4000 successful	time increment: 0.19071149826049805	 total time: 512.7234361171722
study: 2234from: 4000 successful	time increment: 0.27985167503356934	 total time: 513.0032877922058
study: 2235from: 4000 successful	time increment: 0.25496864318847656	 total time: 513.2582564353943
study: 2236from: 4000 successful	time increment: 0.24930953979492188	 total time: 513.5075659751892
study: 2237from: 4000 successful	time increment: 0.15679073333740234	 total time: 513.6643567085266
study: 2238from: 4000 successful	time increment: 0.178602933883667	 total time: 513.8429596424103
study: 2239from: 4000 successful	time increment: 0.40073156356811523	 total time: 514.2436912059784
study: 2240from: 4000 successful	time increment: 0.2402479648590088	 total time: 514.4839391708374
study: 2241from: 4000 successful	time increment: 0.14289116859436035	 total time: 514.6268303394318
study: 2242from: 4000 successful	time increment: 0.17434239387512207	 total time: 514.8011727333069
study: 2243from: 4000 successful	time increment: 0.17881035804748535	 total time: 514.9799830913544
study: 2244from: 4000 successful	time increment: 0.2684202194213867	 total time: 515.2484033107758
study: 2245from: 4000 successful	time increment: 0.2457585334777832	 total time: 515.4941618442535
study: 2246from: 4000 successful	time increment: 0.2256782054901123	 total time: 515.7198400497437
study: 2247from: 4000 successful	time increment: 0.2850346565246582	 total time: 516.0048747062683
study: 2248from: 4000 successful	time increment: 0.22456955909729004	 total time: 516.2294442653656
study: 2249from: 4000 successful	time increment: 0.18468976020812988	 total time: 516.4141340255737
study: 2250from: 4000 successful	time increment: 0.36890435218811035	 total time: 516.7830383777618
study: 2251from: 4000 successful	time increment: 0.345658540725708	 total time: 517.1286969184875
study: 2252from: 4000 successful	time increment: 0.23148798942565918	 total time: 517.3601849079132
study: 2253from: 4000 successful	time increment: 0.27409791946411133	 total time: 517.6342828273773
study: 2254from: 4000 successful	time increment: 0.2401103973388672	 total time: 517.8743932247162
study: 2255from: 4000 successful	time increment: 0.22416019439697266	 total time: 518.0985534191132
study: 2256from: 4000 successful	time increment: 0.1697688102722168	 total time: 518.2683222293854
study: 2257from: 4000 successful	time increment: 0.21781229972839355	 total time: 518.4861345291138
study: 2258from: 4000 successful	time increment: 0.21247267723083496	 total time: 518.6986072063446
study: 2259from: 4000 successful	time increment: 0.17582106590270996	 total time: 518.8744282722473
study: 2260from: 4000 successful	time increment: 0.2189779281616211	 total time: 519.0934062004089
study: 2261from: 4000 successful	time increment: 0.25782322883605957	 total time: 519.351229429245
study: 2262from: 4000 successful	time increment: 0.2185683250427246	 total time: 519.5697977542877
study: 2263from: 4000 successful	time increment: 0.2546670436859131	 total time: 519.8244647979736
study: 2264from: 4000 successful	time increment: 0.1821277141571045	 total time: 520.0065925121307
study: 2265from: 4000 successful	time increment: 0.254683256149292	 total time: 520.26127576828
study: 2266from: 4000 successful	time increment: 0.19162321090698242	 total time: 520.452898979187
study: 2267from: 4000 successful	time increment: 0.20372390747070312	 total time: 520.6566228866577
study: 2268from: 4000 successful	time increment: 0.22991418838500977	 total time: 520.8865370750427
study: 2269from: 4000 successful	time increment: 0.240403413772583	 total time: 521.1269404888153
study: 2270from: 4000 successful	time increment: 0.31233787536621094	 total time: 521.4392783641815
study: 2271from: 4000 successful	time increment: 0.19982361793518066	 total time: 521.6391019821167
study: 2272from: 4000 successful	time increment: 0.18953871726989746	 total time: 521.8286406993866
study: 2273from: 4000 successful	time increment: 0.23485589027404785	 total time: 522.0634965896606
study: 2274from: 4000 successful	time increment: 0.36870265007019043	 total time: 522.4321992397308
study: 2275from: 4000 successful	time increment: 0.23874807357788086	 total time: 522.6709473133087
study: 2276from: 4000 successful	time increment: 0.18784618377685547	 total time: 522.8587934970856
study: 2277from: 4000 successful	time increment: 0.13568520545959473	 total time: 522.9944787025452
study: 2278from: 4000 successful	time increment: 0.22359108924865723	 total time: 523.2180697917938
study: 2279from: 4000 successful	time increment: 0.21660709381103516	 total time: 523.4346768856049
study: 2280from: 4000 successful	time increment: 0.15009164810180664	 total time: 523.5847685337067
study: 2281from: 4000 successful	time increment: 0.1853036880493164	 total time: 523.770072221756
study: 2282from: 4000 successful	time increment: 0.13767027854919434	 total time: 523.9077425003052
study: 2283from: 4000 successful	time increment: 0.13231205940246582	 total time: 524.0400545597076
study: 2284from: 4000 successful	time increment: 0.17883038520812988	 total time: 524.2188849449158
study: 2285from: 4000 successful	time increment: 0.21805381774902344	 total time: 524.4369387626648
study: 2286from: 4000 successful	time increment: 0.21526885032653809	 total time: 524.6522076129913
study: 2287from: 4000 successful	time increment: 0.163893461227417	 total time: 524.8161010742188
study: 2288from: 4000 successful	time increment: 0.27205586433410645	 total time: 525.0881569385529
study: 2289from: 4000 successful	time increment: 0.3262293338775635	 total time: 525.4143862724304
study: 2290from: 4000 successful	time increment: 0.22452116012573242	 total time: 525.6389074325562
study: 2291from: 4000 successful	time increment: 0.23478150367736816	 total time: 525.8736889362335
study: 2292from: 4000 successful	time increment: 0.19253849983215332	 total time: 526.0662274360657
study: 2293from: 4000 successful	time increment: 0.21199274063110352	 total time: 526.2782201766968
study: 2294from: 4000 successful	time increment: 0.14656329154968262	 total time: 526.4247834682465
study: 2295from: 4000 successful	time increment: 0.15578842163085938	 total time: 526.5805718898773
study: 2296from: 4000 successful	time increment: 0.19310259819030762	 total time: 526.7736744880676
study: 2297from: 4000 successful	time increment: 0.32926082611083984	 total time: 527.1029353141785
study: 2298from: 4000 successful	time increment: 0.21919512748718262	 total time: 527.3221304416656
study: 2299from: 4000 successful	time increment: 0.16360998153686523	 total time: 527.4857404232025
study: 2300from: 4000 successful	time increment: 0.2698330879211426	 total time: 527.7555735111237
study: 2301from: 4000 successful	time increment: 0.20691299438476562	 total time: 527.9624865055084
study: 2302from: 4000 successful	time increment: 0.18670654296875	 total time: 528.1491930484772
study: 2303from: 4000 successful	time increment: 0.22597813606262207	 total time: 528.3751711845398
study: 2304from: 4000 successful	time increment: 0.32864975929260254	 total time: 528.7038209438324
study: 2305from: 4000 successful	time increment: 0.15693235397338867	 total time: 528.8607532978058
study: 2306from: 4000 successful	time increment: 0.2476367950439453	 total time: 529.1083900928497
study: 2307from: 4000 successful	time increment: 0.4450037479400635	 total time: 529.5533938407898
study: 2308from: 4000 successful	time increment: 0.235121488571167	 total time: 529.788515329361
study: 2309from: 4000 successful	time increment: 0.21921181678771973	 total time: 530.0077271461487
study: 2310from: 4000 successful	time increment: 0.3910219669342041	 total time: 530.3987491130829
study: 2311from: 4000 successful	time increment: 0.28368210792541504	 total time: 530.6824312210083
study: 2312from: 4000 successful	time increment: 0.27881479263305664	 total time: 530.9612460136414
study: 2313from: 4000 successful	time increment: 0.25359106063842773	 total time: 531.2148370742798
study: 2314from: 4000 successful	time increment: 0.22859811782836914	 total time: 531.4434351921082
study: 2315from: 4000 successful	time increment: 0.25677919387817383	 total time: 531.7002143859863
study: 2316from: 4000 successful	time increment: 0.25446629524230957	 total time: 531.9546806812286
study: 2317from: 4000 successful	time increment: 0.260068416595459	 total time: 532.2147490978241
study: 2318from: 4000 successful	time increment: 0.22104692459106445	 total time: 532.4357960224152
study: 2319from: 4000 successful	time increment: 0.20546317100524902	 total time: 532.6412591934204
study: 2320from: 4000 successful	time increment: 0.37001490592956543	 total time: 533.01127409935
study: 2321from: 4000 successful	time increment: 0.2303321361541748	 total time: 533.2416062355042
study: 2322from: 4000 successful	time increment: 0.306898832321167	 total time: 533.5485050678253
study: 2323from: 4000 successful	time increment: 0.3488893508911133	 total time: 533.8973944187164
study: 2324from: 4000 successful	time increment: 0.34476423263549805	 total time: 534.2421586513519
study: 2325from: 4000 successful	time increment: 0.2222433090209961	 total time: 534.4644019603729
study: 2326from: 4000 successful	time increment: 0.2258470058441162	 total time: 534.690248966217
study: 2327from: 4000 successful	time increment: 0.2200920581817627	 total time: 534.9103410243988
study: 2328from: 4000 successful	time increment: 0.37506818771362305	 total time: 535.2854092121124
study: 2329from: 4000 successful	time increment: 0.19235634803771973	 total time: 535.4777655601501
study: 2330from: 4000 successful	time increment: 0.18317937850952148	 total time: 535.6609449386597
study: 2331from: 4000 successful	time increment: 0.14692950248718262	 total time: 535.8078744411469
study: 2332from: 4000 successful	time increment: 0.2002859115600586	 total time: 536.0081603527069
study: 2333from: 4000 successful	time increment: 0.18912220001220703	 total time: 536.1972825527191
study: 2334from: 4000 successful	time increment: 0.3404719829559326	 total time: 536.537754535675
study: 2335from: 4000 successful	time increment: 0.24883222579956055	 total time: 536.7865867614746
study: 2336from: 4000 successful	time increment: 0.21233844757080078	 total time: 536.9989252090454
study: 2337from: 4000 successful	time increment: 0.17617011070251465	 total time: 537.1750953197479
study: 2338from: 4000 successful	time increment: 0.1131587028503418	 total time: 537.2882540225983
study: 2339from: 4000 successful	time increment: 0.15969347953796387	 total time: 537.4479475021362
study: 2340from: 4000 successful	time increment: 0.16088342666625977	 total time: 537.6088309288025
study: 2341from: 4000 successful	time increment: 0.20416021347045898	 total time: 537.812991142273
study: 2342from: 4000 successful	time increment: 0.26305532455444336	 total time: 538.0760464668274
study: 2343from: 4000 successful	time increment: 0.3206009864807129	 total time: 538.3966474533081
study: 2344from: 4000 successful	time increment: 0.24842071533203125	 total time: 538.6450681686401
study: 2345from: 4000 successful	time increment: 0.22376751899719238	 total time: 538.8688356876373
study: 2346from: 4000 successful	time increment: 0.15790295600891113	 total time: 539.0267386436462
study: 2347from: 4000 successful	time increment: 0.18977808952331543	 total time: 539.2165167331696
study: 2348from: 4000 successful	time increment: 0.2274158000946045	 total time: 539.4439325332642
study: 2349from: 4000 successful	time increment: 0.2234175205230713	 total time: 539.6673500537872
study: 2350from: 4000 successful	time increment: 0.18611598014831543	 total time: 539.8534660339355
study: 2351from: 4000 successful	time increment: 0.21420907974243164	 total time: 540.067675113678
study: 2352from: 4000 successful	time increment: 0.20325589179992676	 total time: 540.2709310054779
study: 2353from: 4000 successful	time increment: 0.23592543601989746	 total time: 540.5068564414978
study: 2354from: 4000 successful	time increment: 0.1810920238494873	 total time: 540.6879484653473
study: 2355from: 4000 successful	time increment: 0.22695207595825195	 total time: 540.9149005413055
study: 2356from: 4000 successful	time increment: 0.2599794864654541	 total time: 541.174880027771
study: 2357from: 4000 successful	time increment: 0.20992398262023926	 total time: 541.3848040103912
study: 2358from: 4000 successful	time increment: 0.23136043548583984	 total time: 541.6161644458771
study: 2359from: 4000 successful	time increment: 0.3309512138366699	 total time: 541.9471156597137
study: 2360from: 4000 successful	time increment: 0.22107696533203125	 total time: 542.1681926250458
study: 2361from: 4000 successful	time increment: 0.08950233459472656	 total time: 542.2576949596405
study: 2362from: 4000 successful	time increment: 0.28064751625061035	 total time: 542.5383424758911
study: 2363from: 4000 successful	time increment: 0.21902060508728027	 total time: 542.7573630809784
study: 2364from: 4000 successful	time increment: 0.2592194080352783	 total time: 543.0165824890137
study: 2365from: 4000 successful	time increment: 0.17049837112426758	 total time: 543.1870808601379
study: 2366from: 4000 successful	time increment: 0.167205810546875	 total time: 543.3542866706848
study: 2367from: 4000 successful	time increment: 0.31752634048461914	 total time: 543.6718130111694
study: 2368from: 4000 successful	time increment: 0.2999696731567383	 total time: 543.9717826843262
study: 2369from: 4000 successful	time increment: 0.23917293548583984	 total time: 544.210955619812
study: 2370from: 4000 successful	time increment: 0.3400609493255615	 total time: 544.5510165691376
study: 2371from: 4000 successful	time increment: 0.1650993824005127	 total time: 544.7161159515381
study: 2372from: 4000 successful	time increment: 0.23919916152954102	 total time: 544.9553151130676
study: 2373from: 4000 successful	time increment: 0.23938941955566406	 total time: 545.1947045326233
study: 2374from: 4000 successful	time increment: 0.25000476837158203	 total time: 545.4447093009949
study: 2375from: 4000 successful	time increment: 0.16297173500061035	 total time: 545.6076810359955
study: 2376from: 4000 successful	time increment: 0.22075629234313965	 total time: 545.8284373283386
study: 2377from: 4000 successful	time increment: 0.3054771423339844	 total time: 546.1339144706726
study: 2378from: 4000 successful	time increment: 0.19929289817810059	 total time: 546.3332073688507
study: 2379from: 4000 successful	time increment: 0.18508529663085938	 total time: 546.5182926654816
study: 2380from: 4000 successful	time increment: 0.22256088256835938	 total time: 546.7408535480499
study: 2381from: 4000 successful	time increment: 0.2573702335357666	 total time: 546.9982237815857
study: 2382from: 4000 successful	time increment: 0.30992650985717773	 total time: 547.3081502914429
study: 2383from: 4000 successful	time increment: 0.4252505302429199	 total time: 547.7334008216858
study: 2384from: 4000 successful	time increment: 0.3031172752380371	 total time: 548.0365180969238
study: 2385from: 4000 successful	time increment: 0.23465561866760254	 total time: 548.2711737155914
study: 2386from: 4000 successful	time increment: 0.3780629634857178	 total time: 548.6492366790771
study: 2387from: 4000 successful	time increment: 0.24260306358337402	 total time: 548.8918397426605
study: 2388from: 4000 successful	time increment: 0.2505168914794922	 total time: 549.14235663414
study: 2389from: 4000 successful	time increment: 0.16352581977844238	 total time: 549.3058824539185
study: 2390from: 4000 successful	time increment: 0.31263089179992676	 total time: 549.6185133457184
study: 2391from: 4000 successful	time increment: 0.2777395248413086	 total time: 549.8962528705597
study: 2392from: 4000 successful	time increment: 0.15836834907531738	 total time: 550.054621219635
study: 2393from: 4000 successful	time increment: 0.168015718460083	 total time: 550.2226369380951
study: 2394from: 4000 successful	time increment: 0.23560333251953125	 total time: 550.4582402706146
study: 2395from: 4000 successful	time increment: 0.23239898681640625	 total time: 550.690639257431
study: 2396from: 4000 successful	time increment: 0.2399613857269287	 total time: 550.930600643158
study: 2397from: 4000 successful	time increment: 0.21538448333740234	 total time: 551.1459851264954
study: 2398from: 4000 successful	time increment: 0.19349241256713867	 total time: 551.3394775390625
study: 2399from: 4000 successful	time increment: 0.13787078857421875	 total time: 551.4773483276367
study: 2400from: 4000 successful	time increment: 0.23102879524230957	 total time: 551.708377122879
study: 2401from: 4000 successful	time increment: 0.23011159896850586	 total time: 551.9384887218475
study: 2402from: 4000 successful	time increment: 0.2534043788909912	 total time: 552.1918931007385
study: 2403from: 4000 successful	time increment: 0.350966215133667	 total time: 552.5428593158722
study: 2404from: 4000 successful	time increment: 0.29404568672180176	 total time: 552.836905002594
study: 2405from: 4000 successful	time increment: 0.23199892044067383	 total time: 553.0689039230347
study: 2406from: 4000 successful	time increment: 0.19128704071044922	 total time: 553.2601909637451
study: 2407from: 4000 successful	time increment: 0.26793360710144043	 total time: 553.5281245708466
study: 2408from: 4000 successful	time increment: 0.22469091415405273	 total time: 553.7528154850006
study: 2409from: 4000 successful	time increment: 0.08961939811706543	 total time: 553.8424348831177
study: 2410from: 4000 successful	time increment: 0.3010542392730713	 total time: 554.1434891223907
study: 2411from: 4000 successful	time increment: 0.24828219413757324	 total time: 554.3917713165283
study: 2412from: 4000 successful	time increment: 0.20070362091064453	 total time: 554.592474937439
study: 2413from: 4000 successful	time increment: 0.2606163024902344	 total time: 554.8530912399292
study: 2414from: 4000 successful	time increment: 0.20266175270080566	 total time: 555.05575299263
study: 2415from: 4000 successful	time increment: 0.28774380683898926	 total time: 555.343496799469
study: 2416from: 4000 successful	time increment: 0.1437067985534668	 total time: 555.4872035980225
study: 2417from: 4000 successful	time increment: 0.25615477561950684	 total time: 555.743358373642
study: 2418from: 4000 successful	time increment: 0.24649548530578613	 total time: 555.9898538589478
study: 2419from: 4000 successful	time increment: 0.2257671356201172	 total time: 556.2156209945679
study: 2420from: 4000 successful	time increment: 0.3293623924255371	 total time: 556.5449833869934
study: 2421from: 4000 successful	time increment: 0.14333510398864746	 total time: 556.688318490982
study: 2422from: 4000 successful	time increment: 0.16878819465637207	 total time: 556.8571066856384
study: 2423from: 4000 successful	time increment: 0.16628813743591309	 total time: 557.0233948230743
study: 2424from: 4000 successful	time increment: 0.3221621513366699	 total time: 557.345556974411
study: 2425from: 4000 successful	time increment: 0.26772212982177734	 total time: 557.6132791042328
study: 2426from: 4000 successful	time increment: 0.2279508113861084	 total time: 557.8412299156189
study: 2427from: 4000 successful	time increment: 0.22818350791931152	 total time: 558.0694134235382
study: 2428from: 4000 successful	time increment: 0.2677314281463623	 total time: 558.3371448516846
study: 2429from: 4000 successful	time increment: 0.19223952293395996	 total time: 558.5293843746185
study: 2430from: 4000 successful	time increment: 0.1433258056640625	 total time: 558.6727101802826
study: 2431from: 4000 successful	time increment: 0.21124577522277832	 total time: 558.8839559555054
study: 2432from: 4000 successful	time increment: 0.35883259773254395	 total time: 559.2427885532379
study: 2433from: 4000 successful	time increment: 0.29915428161621094	 total time: 559.5419428348541
